GEO_ID,Geographic_Area_Name,Households,Median_Income_Household,Median_Income_White,Median_Income_Black,Median_Income_AIAN,Median_Income_Asian,Median_Income_NHPI,Percent_Other_Race,Median_Income_Other_Race,Percent_Hispanic_or_Latino,Median_Income_Hispanic_or_Latino,Percent_15_to_24,Median_Income_15_to_24,Percent_25_to_44,Median_Income_25_to_44,Percent_45_to_64,Median_Income_45_to_64,Percent_65_and_over,Median_Income_65_and_Over,Families,Median_Income_Family,Percent_Family_With_Children,Median_Income_Family_with_Children,Percent_Family_no_Children,Median_Income_Family_no_Children,Percent_Married_Couple_Family,Median_Income_Married_Couple_Family,Percent_Female_Householder_no_Spouse,Median_Income_Female_Householder_no_Spouse,Percent_Male_Householder_no_Spouse,Median_Income_Male_Householder_no_Spouse,Nonfamily_Households,Median_Income_Nonfamily_Households,Percent_Nonfamily_Lone_Female,Median_Income_Nonfamily_Lone_Female,Percent_Nonfamily_Lone_Male,Median_Income_Nonfamily_Lone_Male
53053061002,"Census Tract 610.02, Pierce County, Washington",2328,45822,47857,-,-,-,-,3.1,130948,6.1,-,6,-,30.8,68625,33.7,45819,29.5,38870,908,84111,368,80500,540,84556,623,98975,227,46531,58,-,1420,33849,681,32481,502,30625
53053061100,"Census Tract 611, Pierce County, Washington",2579,70967,81250,42721,-,47024,-,0.6,-,1.3,-,3.7,-,31.3,99019,36.8,78750,28.2,38211,1429,95186,614,103611,815,94704,1119,102301,203,35195,107,111058,1150,41667,546,32069,444,41709
53053061200,"Census Tract 612, Pierce County, Washington",2397,62970,64852,23843,-,103869,-,1,-,3.3,-,3.3,33295,35.4,84931,38.7,64266,22.6,33500,1245,81891,473,83264,772,81753,928,82484,169,34538,148,-,1152,34325,429,32102,458,33365
53053061300,"Census Tract 613, Pierce County, Washington",1893,60096,54455,49961,-,-,-,6.7,60986,9.6,60925,4.5,34180,43.2,67250,35.7,60439,16.6,40313,1016,51765,500,50606,516,53889,561,80774,251,43993,204,46346,877,48008,344,28500,278,48672
53053061400,"Census Tract 614, Pierce County, Washington",1293,29176,36970,28750,-,8571,-,0,-,3.6,36875,9.8,23750,45.2,53527,30,16364,14.9,18594,319,35179,178,36111,141,32240,202,-,75,-,42,-,974,27250,323,16821,403,25197
53053061501,"Census Tract 615.01, Pierce County, Washington",1556,54871,49479,-,-,-,-,1,-,9.7,-,16.6,80625,43.3,69261,26,48250,14.1,17500,258,59143,79,94063,179,58250,166,65000,34,-,58,-,1298,53243,441,23872,588,-
53053061502,"Census Tract 615.02, Pierce County, Washington",1668,57500,58040,-,-,61768,-,0.7,-,3.7,-,4.1,24485,43.6,54473,25.3,47813,27,-,570,97500,108,126111,462,-,511,103472,31,-,28,-,1098,52232,397,48672,549,52983
53053061601,"Census Tract 616.01, Pierce County, Washington",1265,27862,36845,28889,-,11413,-,0.3,-,10.4,36739,6.6,54091,44,37563,21.6,-,27.7,15709,269,64583,59,-,210,82750,182,95735,45,-,42,-,996,23250,321,14132,502,23750
53053061602,"Census Tract 616.02, Pierce County, Washington",436,58370,61932,-,-,-,-,5.7,"2,500-",11,17083,11.5,71250,54.6,66875,29.4,-,4.6,-,60,70313,8,-,52,68750,60,70313,0,-,0,-,376,57609,88,41552,166,49286
53053061700,"Census Tract 617, Pierce County, Washington",1920,65814,66690,65083,-,-,-,8.3,90327,12.9,66078,10.4,51791,40.4,85694,28.5,65094,20.7,49750,1148,83485,409,92264,739,74570,869,90804,279,53580,0,-,772,42560,343,29023,261,48608
53053061800,"Census Tract 618, Pierce County, Washington",1142,67614,74044,33598,52200,68913,-,1.7,-,2.8,87222,6.2,84196,35.3,76823,34.3,51700,24.2,49500,656,71765,205,67663,451,74375,472,86384,129,43346,55,44837,486,55481,279,50375,52,71375
53053061900,"Census Tract 619, Pierce County, Washington",805,49129,49735,18672,-,62875,-,5.2,-,5.3,58482,0.9,-,32.4,59196,37.5,26034,29.2,56458,405,60096,166,51444,239,79125,255,81058,106,50510,44,-,400,22941,184,27300,136,15893
53053062000,"Census Tract 620, Pierce County, Washington",1850,50769,57716,33213,-,-,-,3.2,58942,19.6,46364,10.9,34441,29.8,51125,43.7,66429,15.7,50167,1006,64730,315,46875,691,77557,709,74917,209,58011,88,36053,844,34634,272,-,412,34561
53053062300,"Census Tract 623, Pierce County, Washington",2145,73438,74688,80260,-,64598,-,9.2,44432,14.5,65104,3.1,33438,40.3,77574,35.4,78963,21.2,60985,1441,78140,682,56563,759,90417,889,85781,394,-,158,44632,704,54483,179,-,273,52075
53053062400,"Census Tract 624, Pierce County, Washington",2413,60920,62170,-,106415,63654,-,2.4,-,7.6,-,5,-,41.8,72321,28.8,68430,24.4,46442,1545,69041,840,63021,705,74740,919,89766,396,55880,230,31926,868,48231,364,43125,322,52917
53053062501,"Census Tract 625.01, Pierce County, Washington",1730,64011,64148,-,-,-,-,0,-,1.1,58750,3.4,-,35.2,74467,39.7,-,21.7,31848,1098,72527,413,72886,685,71587,856,74478,143,-,99,28220,632,33594,184,41522,376,32396
53053062502,"Census Tract 625.02, Pierce County, Washington",1322,62390,67896,106716,-,-,-,0,-,1.7,-,0,-,52.6,58833,28.9,69268,18.5,62278,911,56094,478,51894,433,69844,514,91984,324,41469,73,63250,411,61661,113,60712,104,56500
53053062600,"Census Tract 626, Pierce County, Washington",1926,48790,54256,35075,-,75956,-,4,-,12.8,63875,9.4,54297,43,67688,32.8,35075,14.8,27292,883,60121,520,58684,363,67781,607,68156,179,60313,97,36375,1043,34107,454,16582,351,42292
53053062801,"Census Tract 628.01, Pierce County, Washington",3035,41946,43987,32734,32938,-,-,1.9,46429,11.4,52159,6.5,29457,49.8,52576,33,36213,10.6,36979,1568,42212,954,41635,614,-,681,62455,664,38857,223,24284,1467,41051,511,25707,556,37383
53053062802,"Census Tract 628.02, Pierce County, Washington",1389,66915,66601,67958,-,70946,-,3.7,-,6.3,-,8.4,52243,37.1,65214,41.9,76364,12.5,54821,1065,72134,504,65799,561,80481,665,79087,251,70947,149,65536,324,50430,107,39861,129,44440
53053062901,"Census Tract 629.01, Pierce County, Washington",1839,58875,59522,63036,-,-,-,3.2,-,10.7,47610,9.4,-,56.3,62734,23.9,64688,10.4,-,892,76563,283,-,609,83728,484,92966,180,-,228,83621,947,45893,327,31563,411,36920
53053062902,"Census Tract 629.02, Pierce County, Washington",1574,69839,75469,60052,-,46350,-,2.7,-,17.1,70662,5.7,-,39.2,81552,37.6,59000,17.5,52981,995,72243,457,71183,538,85682,761,87008,220,56321,14,-,579,58775,100,48800,136,56154
53053063000,"Census Tract 630, Pierce County, Washington",1520,67545,56455,-,-,65096,-,6.9,67656,12.3,67612,16.3,68338,38.6,63523,33.9,54903,11.1,"250,000+",992,68139,394,39805,598,69403,529,69368,307,39172,156,130732,528,49531,76,37656,310,44306
53053063100,"Census Tract 631, Pierce County, Washington",1607,65938,75800,-,113824,-,36935,3.5,47096,8.2,47353,4.2,-,28.2,65729,42.2,78056,25.4,-,1101,69076,323,59896,778,95714,837,86161,205,26122,59,-,506,52639,160,-,164,38750
53053063200,"Census Tract 632, Pierce County, Washington",1797,76359,71838,55250,-,78671,-,2.3,-,7.7,91250,3.7,-,43.5,79120,34.9,82635,17.9,35813,1292,66591,608,56319,684,79700,838,82027,260,53393,194,21215,505,57813,105,52330,200,36250
53053063301,"Census Tract 633.01, Pierce County, Washington",1296,63116,-,63554,-,78880,-,4.9,-,10.5,-,2.9,-,37,62241,33.6,85250,26.5,62575,950,64366,312,58750,638,64608,576,78958,250,34709,124,-,346,36219,178,-,143,-
53053063302,"Census Tract 633.02, Pierce County, Washington",1418,53167,-,23764,-,60136,-,5.9,81750,12.6,81625,3.9,-,43.1,51680,41.5,56422,11.5,60438,1043,43560,787,-,256,85278,432,61797,369,-,242,-,375,-,102,-,75,-
53053063401,"Census Tract 634.01, Pierce County, Washington",1849,39642,65096,37667,-,-,-,10.7,39140,13.1,39000,0,-,40.8,39883,47.1,39891,12.1,25391,858,54911,339,-,519,59750,524,70139,282,-,52,44052,991,38338,265,-,580,38342
53053063402,"Census Tract 634.02, Pierce County, Washington",1253,53254,54623,49667,27786,53411,-,5.9,-,10.3,-,1.3,-,36.1,44712,44.4,79178,18.3,49094,853,53239,448,43258,405,84716,522,75769,244,50132,87,-,400,53304,256,59214,81,45602
53053063501,"Census Tract 635.01, Pierce County, Washington",1576,53409,47097,55550,-,76205,-,1.5,-,12.8,-,1.5,-,36.7,63929,38,56850,23.8,37731,1045,83894,435,81806,610,88906,645,86080,344,-,56,97604,531,21446,211,15393,187,-
53053063502,"Census Tract 635.02, Pierce County, Washington",1715,52109,39728,60400,-,53724,-,5.5,41113,11,-,7.2,41367,37.4,55903,34.3,77500,21.1,38226,1110,54923,491,42382,619,60350,581,96450,290,48750,239,40987,605,38900,171,24010,352,41367
53053070100,"Census Tract 701, Pierce County, Washington",1386,97756,98935,-,-,-,-,0,-,10.9,"250,000+",1.2,-,33.5,124250,35.4,92667,30,86389,915,98996,374,127016,541,88295,873,99110,32,-,10,-,471,87083,157,27697,226,-
53053070204,"Census Tract 702.04, Pierce County, Washington",1288,87011,87364,-,-,-,-,0,-,5.7,85493,4.2,86184,29.1,74726,44.3,110685,22.4,42237,942,108125,378,86184,564,127045,775,110932,139,53807,28,-,346,41667,130,37778,134,45962
53053070205,"Census Tract 702.05, Pierce County, Washington",1153,78938,81250,-,-,-,-,2.8,-,7.6,19737,3.8,-,37,92159,40.1,96250,19.1,64211,843,83419,435,-,408,89167,596,113021,191,42039,56,-,310,49063,83,75052,112,40938
53053070206,"Census Tract 702.06, Pierce County, Washington",1569,98281,98125,-,-,-,-,1.3,-,1,-,0.3,-,30.4,130329,46.3,104919,23.1,65625,1295,99375,569,111339,726,93214,1022,104365,132,72917,141,83542,274,53214,75,-,156,60000
53053070207,"Census Tract 702.07, Pierce County, Washington",2158,100149,89940,-,-,-,-,2.6,-,2.6,-,1.7,-,36.5,113312,39.1,98214,22.8,62354,1385,104974,545,113694,840,101987,1119,112963,180,64519,86,132222,773,61201,337,26168,252,65288
53053070208,"Census Tract 702.08, Pierce County, Washington",1728,119783,124615,-,-,-,-,0,-,2.7,125417,0,-,54.8,139042,29.2,116625,16,81639,1505,127215,1006,138917,499,116010,1471,126996,12,-,22,-,223,-,116,63088,0,-
53053070209,"Census Tract 702.09, Pierce County, Washington",1232,77415,76843,-,-,-,-,0,-,2.9,-,1.7,-,32.3,86111,54.8,74861,11.2,-,888,87422,462,91006,426,83819,606,92088,150,53790,132,66463,344,52721,121,45099,166,70100
53053070307,"Census Tract 703.07, Pierce County, Washington",2004,112143,112955,-,-,-,-,0,-,2.2,-,1.3,-,30.3,147344,44.5,173029,23.9,62340,1515,151740,684,192143,831,114886,1372,151863,59,-,84,164750,489,33125,150,33833,265,-
53053070308,"Census Tract 703.08, Pierce County, Washington",1440,85500,87227,-,-,103625,-,0,-,5.7,82279,5.3,43833,44.4,81681,33.8,112031,16.5,61875,1043,95739,435,94766,608,100294,813,99859,95,-,135,66938,397,60129,107,58594,122,47083
53053070309,"Census Tract 703.09, Pierce County, Washington",2149,100039,94951,-,-,-,-,0,-,5.2,-,2.7,-,28.9,101450,42,119871,26.4,63636,1463,111339,632,105536,831,116222,1344,114113,33,-,86,-,686,57254,316,31987,224,79167
53053070310,"Census Tract 703.10, Pierce County, Washington",1914,99816,98463,-,-,74853,-,3.2,160286,11.4,101577,2.6,82841,42.8,99657,43.9,108553,10.8,49728,1587,99414,868,98827,719,105063,1357,101503,163,73897,67,49125,327,64327,119,-,157,63365
53053070311,"Census Tract 703.11, Pierce County, Washington",1882,102568,102770,-,139844,-,-,4,-,10.3,114509,3.3,-,31.7,108250,45.6,118281,19.4,76146,1528,107615,531,99375,997,108973,1184,112500,275,59637,69,108594,354,72167,233,71106,50,80357
53053070312,"Census Tract 703.12, Pierce County, Washington",2103,125568,125341,-,-,161818,-,3.4,"250,000+",9.5,184000,1.5,-,47.2,129797,34,130000,17.3,77917,1728,130500,918,136378,810,121739,1524,132727,151,81563,53,111360,375,106150,102,36538,122,108625
53053070313,"Census Tract 703.13, Pierce County, Washington",2291,107578,107951,-,-,-,-,1.7,-,4.5,-,5.1,85517,26.1,104452,45,149500,23.8,67097,1661,109748,703,131544,958,109114,1226,147333,297,54673,138,85781,630,-,107,21750,305,-
53053070314,"Census Tract 703.14, Pierce County, Washington",1092,113214,112656,-,-,151667,-,2.7,-,5.6,108958,0,-,27.9,129375,53.3,113424,18.8,88029,924,117841,396,113532,528,128158,745,120114,96,69828,83,150469,168,67778,48,51346,88,83409
53053070315,"Census Tract 703.15, Pierce County, Washington",2253,125759,129181,91161,-,163426,-,1.1,-,6.1,139769,1.3,-,42.6,121538,41.9,145500,14.2,67344,1640,136000,850,142708,790,127321,1432,144583,163,102986,45,106146,613,73510,184,46071,230,68833
53053070316,"Census Tract 703.16, Pierce County, Washington",2305,110168,117778,32928,-,43690,-,0,-,6.1,183235,3.7,46649,49.6,112283,33.3,113580,13.4,-,1207,132462,511,130720,696,144054,931,162417,188,63321,88,-,1098,78500,431,42212,270,78326
53053070401,"Census Tract 704.01, Pierce County, Washington",779,84087,83359,-,-,-,-,1.5,-,5,35694,0,-,25,84904,55.3,131042,19.6,56563,546,87262,195,59830,351,106250,434,94464,73,43750,39,138375,233,52250,71,34844,102,46500
53053070403,"Census Tract 704.03, Pierce County, Washington",1448,81821,81867,-,-,-,-,0,-,9.7,80955,4.9,-,33,86993,35.2,72395,26.9,63629,929,80941,324,81773,605,77875,758,82068,97,67902,74,56964,519,72477,189,52829,135,71505
53053070404,"Census Tract 704.04, Pierce County, Washington",1693,89358,95268,-,-,-,-,0,-,7,71381,2.7,-,40.6,86983,42.5,120438,14.2,50660,1421,89554,784,86435,637,103164,1037,111150,334,30435,50,105476,272,58148,151,-,62,72917
53053070703,"Census Tract 707.03, Pierce County, Washington",2376,76835,80056,-,107500,59347,-,0.5,-,9.2,116908,2,63452,40.7,79615,34.8,97273,22.5,52895,1483,98267,602,77325,881,112614,876,109196,311,59349,296,101544,893,51788,360,30641,233,60284
53053071100,"Census Tract 711, Pierce County, Washington",1043,67596,74271,-,-,-,-,2.4,58047,5.8,100104,0,-,20.5,78017,45.3,103125,34.2,40625,617,81827,191,88047,426,79688,546,88333,63,51838,8,-,426,33750,188,19111,104,31389
53053071205,"Census Tract 712.05, Pierce County, Washington",1758,89979,90000,-,-,114722,-,0,-,4.2,-,2.3,78854,23.9,95556,43.1,120559,30.7,61875,1247,109313,478,101129,769,112740,987,119850,72,41111,188,69518,511,52344,278,38793,135,-
53053071206,"Census Tract 712.06, Pierce County, Washington",2382,88750,85288,-,-,-,-,0,-,3.2,-,2.7,70917,36.7,99957,39.2,121125,21.4,43021,1657,110875,869,121958,788,90556,1328,125000,216,51176,113,59519,725,42012,350,32375,188,49808
53053071207,"Census Tract 712.07, Pierce County, Washington",2466,59750,64609,46341,-,89353,-,4.5,-,9,-,5.2,32961,37.8,88362,38.7,54844,18.4,35066,1622,89722,732,67321,890,91250,1031,104219,298,42500,293,-,844,30460,478,24265,208,31250
53053071209,"Census Tract 712.09, Pierce County, Washington",1409,119011,119612,-,-,75469,-,0.6,-,2.3,-,0,-,27.7,132763,48.8,143929,23.5,55875,1179,119005,512,138698,667,103125,995,119974,80,70917,104,190735,230,57794,92,50556,32,53889
53053071210,"Census Tract 712.10, Pierce County, Washington",1940,126686,131164,85833,-,190859,-,2.5,86917,4.1,115905,0.4,-,30.9,122384,49.4,145134,19.2,77656,1601,128413,640,129231,961,126250,1325,136686,214,99010,62,92214,339,74712,127,38750,127,183021
53053071211,"Census Tract 712.11, Pierce County, Washington",2040,52077,51885,-,-,128864,-,5.3,-,6.6,42326,3.2,67841,29.7,87604,25.5,84246,41.6,38324,1192,83198,479,88980,713,82548,812,88806,380,-,0,-,848,38919,424,32625,284,40208
53053071212,"Census Tract 712.12, Pierce County, Washington",1234,68036,70673,-,-,61117,-,2.9,-,10,45243,11.4,51745,38.3,86360,38.3,69801,11.9,-,929,67192,567,67225,362,67105,376,120833,471,61130,82,-,305,68289,97,-,113,46705
53053071304,"Census Tract 713.04, Pierce County, Washington",2467,74025,66663,115270,-,81759,-,1.3,-,9.6,67029,0,-,44.5,75580,32.4,104792,23.1,51985,1529,81242,707,76830,822,102824,1023,112786,426,53813,80,72625,938,62101,332,23594,206,51364
53053071305,"Census Tract 713.05, Pierce County, Washington",1349,72950,74650,-,82969,-,-,4.8,-,8.5,98229,4.1,-,25.1,75625,51.6,77222,19.3,46304,990,79250,353,74960,637,80875,791,91188,152,33375,47,-,359,40986,208,41047,118,-
53053071306,"Census Tract 713.06, Pierce County, Washington",2400,83136,83927,-,-,62818,-,1,-,8,105446,1,-,30.8,98571,44.8,83885,23.4,75341,1681,91339,566,82500,1115,95703,1421,97242,167,63984,93,-,719,77063,260,51250,231,82652
53053071307,"Census Tract 713.07, Pierce County, Washington",1903,91295,94583,-,-,-,-,0.5,-,9.6,78000,4,51875,37.5,82625,41.3,112083,17.2,66677,1477,107336,582,106711,895,108125,1044,116250,327,83975,106,51694,426,62955,84,-,147,44440
53053071309,"Census Tract 713.09, Pierce County, Washington",1497,86434,88750,68629,-,66848,76250,6.7,64630,9.4,63148,4.9,101743,49.7,92317,31.2,85331,14.2,68802,1108,82391,545,83897,563,81573,792,98250,174,67174,142,63846,389,85478,70,23333,125,95709
53053071310,"Census Tract 713.10, Pierce County, Washington",2499,104266,107880,-,-,87308,-,0,-,5.1,-,5.5,65139,44.3,130813,34.6,102464,15.6,78798,1768,109094,742,108841,1026,114688,1495,124708,196,49896,77,95089,731,67153,233,48155,97,107841
53053071403,"Census Tract 714.03, Pierce County, Washington",1447,63422,64534,-,-,76181,34018,1.5,75795,10.1,63100,3.5,39750,30.1,59816,42.2,64240,24.3,78315,815,75365,290,47857,525,91520,489,94276,243,30612,83,68015,632,50645,225,50121,251,42902
53053071408,"Census Tract 714.08, Pierce County, Washington",1310,77778,68487,85750,-,119028,-,4.2,-,7.2,69750,3.6,-,30,62408,44.1,85694,22.3,80493,967,85764,348,68684,619,90903,659,89276,252,105179,56,55227,343,48102,91,43875,207,43487
53053071409,"Census Tract 714.09, Pierce County, Washington",1773,55268,52729,47614,-,-,-,4.6,128029,9.2,94688,0.7,-,45.2,56250,37.1,74952,17,40132,1156,69485,703,69265,453,73917,731,74241,425,47083,0,-,617,38750,264,-,267,43060
53053071411,"Census Tract 714.11, Pierce County, Washington",2203,81187,78446,80942,-,59769,147836,4,-,19.8,80602,0.5,-,58.5,81516,33,75278,8.1,76250,1822,81899,813,62930,1009,83542,1257,83981,363,-,202,68750,381,80277,58,38088,249,80420
53053071412,"Census Tract 714.12, Pierce County, Washington",1876,98000,96417,92393,-,90302,-,0.7,-,10.7,89667,0,-,52.3,107729,33.2,93424,14.4,47061,1398,88652,740,85293,658,91106,965,91847,224,56600,209,81854,478,57769,113,-,161,41953
53053071413,"Census Tract 714.13, Pierce County, Washington",732,127566,132535,-,-,-,-,0,-,7,-,0,-,21.9,110526,71.2,133219,7,-,630,132993,285,128520,345,155625,589,133399,0,-,41,-,102,65849,15,-,71,-
53053071414,"Census Tract 714.14, Pierce County, Washington",1313,81025,81801,-,-,-,-,6.5,-,8,-,3.4,97991,42.5,70975,35.9,102147,18.2,78343,1082,91473,498,72458,584,101282,797,93963,285,-,0,-,231,46719,70,-,67,-
53053071415,"Census Tract 714.15, Pierce County, Washington",1045,72245,72245,-,-,-,-,0,-,2.4,-,1.5,-,36.1,71798,44.8,117826,17.6,-,654,118152,390,72472,264,171128,644,117609,10,-,0,-,391,-,199,26463,122,43750
53053071416,"Census Tract 714.16, Pierce County, Washington",861,66058,69125,-,-,-,-,0,-,11.1,-,8.7,-,32.3,-,37.9,74152,21.1,54667,756,70806,302,-,454,69333,630,73616,82,36029,44,-,105,45038,38,46389,43,21328
53053071417,"Census Tract 714.17, Pierce County, Washington",1878,90962,82463,118239,-,98203,135815,2.2,-,8,64063,0.5,-,55.1,85341,31.3,105592,13.2,48750,1529,90673,994,80000,535,106652,1333,101005,101,36250,95,66058,349,59917,96,32039,106,-
53053071503,"Census Tract 715.03, Pierce County, Washington",2265,56708,54888,39580,-,-,195701,0.7,-,7.1,58426,2.4,-,25.6,59352,48.1,66620,23.9,42159,1468,60721,579,65028,889,54110,833,92868,499,38837,136,53950,797,51793,199,49609,470,51413
53053071504,"Census Tract 715.04, Pierce County, Washington",1675,48583,48560,22017,-,106641,-,1.3,-,6,-,8.1,24099,28.3,63611,45,57692,18.6,49050,873,61875,327,35156,546,83750,551,79712,257,42829,65,62583,802,32583,248,47675,318,23864
53053071505,"Census Tract 715.05, Pierce County, Washington",2021,64759,56563,111103,-,-,-,2.2,-,4.9,128258,0,-,24.1,100714,39.7,54500,36.2,54464,1342,92000,460,83281,882,94250,827,101875,407,-,108,-,679,35226,317,20699,248,37005
53053071506,"Census Tract 715.06, Pierce County, Washington",2282,79362,87679,82813,45444,130000,58409,0.9,-,6.8,126458,1.9,45208,21.8,69457,38.4,79423,37.9,91528,1717,97238,504,66974,1213,103379,1273,104916,269,40039,175,101518,565,48516,301,61133,210,46167
53053071601,"Census Tract 716.01, Pierce County, Washington",1662,55000,52697,79135,43371,71023,-,23.6,60156,31.5,60208,4.9,46932,44.2,61214,33.3,56964,17.7,40714,1069,65139,561,56450,508,70128,747,71571,188,35985,134,63750,593,38210,268,23750,84,21196
53053071603,"Census Tract 716.03, Pierce County, Washington",1259,52643,54153,47255,-,-,-,3.1,-,10.7,-,5.7,-,39.3,53359,32.5,46910,22.5,61705,886,54681,444,54202,442,62045,571,53165,268,-,47,-,373,42196,98,-,196,41892
53053071604,"Census Tract 716.04, Pierce County, Washington",1915,52002,61591,50551,-,49167,-,1.3,-,7.8,59323,10.4,38750,47.2,47611,31.2,64492,11.2,53281,1092,48722,539,50660,553,-,476,77200,389,12532,227,46250,823,52439,372,47105,270,51225
53053071703,"Census Tract 717.03, Pierce County, Washington",1487,50404,52188,58342,-,45074,-,8.1,52045,21.2,53147,10.9,32981,54.3,53063,22.3,58676,12.4,29922,876,50326,520,53214,356,47500,516,50625,208,43611,152,57891,611,34507,242,25341,192,46618
53053071704,"Census Tract 717.04, Pierce County, Washington",1834,42403,48125,43816,-,23409,53846,13.7,36212,28.9,33941,7,53702,56.1,47742,29.1,39199,7.8,58438,1038,43178,772,42118,266,49750,514,52574,368,27500,156,56071,796,39612,220,40213,234,36057
53053071705,"Census Tract 717.05, Pierce County, Washington",1408,56241,56579,57370,-,77778,-,6,-,11.2,56081,2.3,-,36.8,60375,44,56526,16.8,39485,1112,57312,456,53952,656,60294,812,61444,242,32143,58,"2,500-",296,33587,118,-,101,32880
53053071706,"Census Tract 717.06, Pierce County, Washington",747,48340,48631,48309,-,-,-,2,-,7.4,65917,6.7,-,47.8,48775,29.6,53992,15.9,29821,438,54032,222,45278,216,62031,259,55208,123,45694,56,78125,309,29464,136,22719,92,-
53053071707,"Census Tract 717.07, Pierce County, Washington",988,62581,63962,49853,-,82083,-,2.3,-,3.8,-,8.3,21023,39.4,69688,31.1,64044,21.3,36364,559,62411,281,43464,278,64444,322,82923,139,28697,98,44500,429,44028,217,27054,161,50774
53053071803,"Census Tract 718.03, Pierce County, Washington",2520,52939,50758,43674,-,101042,-,5.8,60000,14,55737,20.8,39604,38.9,51894,22.4,74423,18,38958,1691,61631,559,71227,1132,56667,1108,63370,453,61547,130,56250,829,27574,406,-,305,24375
53053071805,"Census Tract 718.05, Pierce County, Washington",1500,42661,40673,50200,-,43611,-,4.3,42727,14.9,-,16.2,31156,40,75028,30.6,44306,13.2,37798,1086,46078,558,35833,528,65227,535,75444,434,17270,117,33906,414,30895,156,30259,145,-
53053071806,"Census Tract 718.06, Pierce County, Washington",1695,35232,35763,26667,-,47813,32042,9.4,41845,24.3,43810,13.9,25395,47.1,42793,33.2,25902,5.8,37900,835,37986,535,36090,300,47604,408,43676,343,32699,84,35227,860,26571,245,29148,409,-
53053071807,"Census Tract 718.07, Pierce County, Washington",1487,50288,52579,71563,-,17656,-,1.6,-,19,54438,12.2,54063,33.9,59333,38.7,26413,15.1,50216,866,51000,376,52545,490,50962,568,54937,238,35338,60,-,621,-,207,21971,282,68750
53053071808,"Census Tract 718.08, Pierce County, Washington",1683,44366,54006,29777,-,24097,-,7.4,47841,22.6,44120,9.2,52788,52.6,46324,16.6,36083,21.6,-,1003,42917,604,38750,399,55250,479,54332,330,25116,194,-,680,35750,308,-,239,26023
53053071901,"Census Tract 719.01, Pierce County, Washington",2350,60179,66250,-,-,126528,-,2.8,-,16.4,57263,0,-,39.4,65616,30.8,75365,29.8,35825,1397,68732,499,56458,898,85243,997,74836,182,34750,218,68846,953,37375,429,23112,383,65027
53053071902,"Census Tract 719.02, Pierce County, Washington",2053,77656,75441,176447,-,-,-,2,-,8.8,114787,1.5,-,19.7,90034,44.5,113192,34.3,55368,1246,106964,370,113500,876,99630,1065,114632,116,-,65,71655,807,49489,307,26917,236,-
53053072000,"Census Tract 720, Pierce County, Washington",2188,39984,43629,42609,75188,-,-,5.2,30944,17.2,38725,2.9,-,54.4,39137,26.5,51531,16.1,24851,960,43879,524,33929,436,55349,561,63150,341,20644,58,81250,1228,38306,468,-,628,38635
53053072105,"Census Tract 721.05, Pierce County, Washington",1946,89792,85938,158000,160398,74712,-,0.9,-,5.1,85875,0.8,-,19,129655,31.4,91442,48.8,72735,1199,104417,266,157750,933,93875,972,107097,166,86000,61,60991,747,53343,382,45658,164,54593
53053072106,"Census Tract 721.06, Pierce County, Washington",2748,49167,49288,65121,-,60694,-,0.6,-,5.4,63636,13.5,43889,32.1,57883,29.4,60417,25,45000,1567,65179,611,65473,956,64531,1092,69141,423,28863,52,-,1181,40389,379,-,521,30740
53053072107,"Census Tract 721.07, Pierce County, Washington",1771,88092,84676,82159,-,83036,-,0.3,-,5,58879,1.2,-,29.5,96750,30.8,104531,38.4,57031,1196,98906,373,81889,823,104174,959,104216,160,77389,77,49511,575,51736,257,47969,138,-
53053072108,"Census Tract 721.08, Pierce County, Washington",1959,74406,73118,75091,-,-,-,4.1,-,20.9,64825,0.5,-,27.7,73500,46.3,76250,25.5,54265,1349,78760,501,74279,848,79943,938,93981,396,64167,15,-,610,47759,221,47888,306,34091
53053072109,"Census Tract 721.09, Pierce County, Washington",1520,85909,78684,94432,-,79028,-,0,-,11,-,8.8,"2,500-",26.8,76250,34.5,108786,29.9,90417,1023,106192,348,77407,675,107832,860,108176,137,"2,500-",26,-,497,60156,248,48448,174,56944
53053072111,"Census Tract 721.11, Pierce County, Washington",1022,90804,91633,-,-,-,-,0.6,-,16.9,111197,0,-,27.7,78385,43.1,114231,29.3,72125,764,110195,389,106615,375,111985,600,111289,65,-,99,-,258,35682,123,29926,76,32500
53053072112,"Census Tract 721.12, Pierce County, Washington",1844,79202,80629,-,-,-,-,2.4,-,7.4,77650,2.5,41905,42.7,80227,31.9,87778,22.9,73727,1225,81947,618,80500,607,122574,1033,95625,148,57000,44,-,619,44514,252,37895,307,73295
53053072305,"Census Tract 723.05, Pierce County, Washington",2547,81169,80561,91176,-,85156,-,0,-,1.4,-,0,-,33.8,94632,35.9,77168,30.3,58693,1826,91554,785,85489,1041,102898,1182,100402,499,-,145,-,721,51632,368,45786,174,32153
53053072307,"Census Tract 723.07, Pierce County, Washington",1990,72397,69545,81557,-,123750,-,0.9,-,6.3,69000,5.2,51563,31.8,75677,36.3,92222,26.8,62950,1227,81089,563,88021,664,77206,844,93594,259,37455,124,-,763,59970,320,32857,140,71250
